,Titles,Total sales in million
3634,Yggdra Union: We'll Never Fight Alone,0.03
3635,"Crouching Tiger, Hidden Dragon",0.03
3636,Sabre Wulf,0.03
3637,Driven,0.03
3638,Backyard NFL Football 2006,0.03
3639,Monster Guardians,0.03
3640,An American Tail: Fievel's Gold Rush,0.03
3641,James Pond: Codename Robocod,0.03
3642,CT Special Forces,0.03
3643,FIFA World Cup: Germany 2006,0.03
3644,Earthworm Jim 2,0.03
3645,Driv3r,0.03
3646,Elf Bowling 1 & 2,0.03
3647,The Flintstones: Big Trouble in Bedrock,0.03
3648,Chicken Shoot 2,0.03
3649,Totally Spies!,0.03
3650,Starsky & Hutch,0.03
3651,Sitting Ducks,0.03
3652,Eyeshield 21: DevilBats DevilDays,0.03
3653,Klonoa 2: Dream Champ Tournament,0.03
3654,Super Collapse! II,0.03
3655,Golden Nugget Casino / Texas Hold 'Em Double Pack,0.03
3656,Smashing Drive,0.03
3657,CIMA: The Enemy,0.03
3658,Marble Madness / Klax,0.03
3659,R-Type III: The Third Lightning,0.03
3660,Atomic Betty,0.03
3661,Street Jam Basketball,0.03
3662,Disney's Aladdin,0.03
3663,Popeye: Rush for Spinach,0.03
3664,Planet of the Apes,0.03
3665,Gekido Advance: Kintaro's Revenge,0.03
3666,Power Poke Dash,0.03
3667,Buffy the Vampire Slayer: Wrath of the Darkhul King,0.03
3668,Calcio Bit,0.03
3669,Hajime no Ippo: The Fighting,0.03
3670,Kong: King of Atlantis,0.03
3671,Super Duper Sumos,0.03
3672,Disney Sports Soccer,0.03
3673,Max Payne,0.03
3674,Dave Mirra Freestyle BMX 3,0.03
3675,Greg Hastings' Tournament Paintball Max'd,0.03
3676,Demon Driver: Time to Burn Rubber!,0.03
3677,Jet Grind Radio,0.03
3678,Baldur's Gate: Dark Alliance,0.03
3679,Madden NFL 07,0.03
3680,Franklin the Turtle,0.03
3681,Gauntlet / Rampart,0.03
3682,Justice League Heroes: The Flash,0.03
3683,Bookworm,0.03
3684,Drome Racers,0.03
3685,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,0.03
3686,Spy Hunter / Super Sprint,0.02
3687,Serious Sam Advance,0.02
3688,Disney's Magical Quest 3 Starring Mickey and Donald,0.02
3689,Colin McRae Rally 2.0,0.02
3690,AirForce Delta Storm,0.02
3691,Thunderbirds,0.02
3692,DemiKids: Dark Version,0.02
3693,Blender Bros.,0.02
3694,DemiKids: Light Version,0.02
3695,Shaman King: Chou Senjiryokketsu 3,0.02
3696,Summon Night: Swordcraft Story,0.02
3697,Kill.switch,0.02
3698,Wakeboarding Unleashed Featuring Shaun Murray,0.02
3699,Nicktoons Collection: Game Boy Advance Video Volume 3,0.02
3700,Shonen Jump's Shaman King: Master of Spirits 2,0.02
3701,Disney Sports Football,0.02
3702,Prehistorik Man,0.02
3703,F1 2002,0.02
3704,Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,0.02
3705,Car Battler Joe,0.02
3706,Virtual Kasparov,0.02
3707,The Cheetah Girls,0.02
3708,Teenage Mutant Ninja Turtles Double Pack,0.02
3709,Shrek / Shark Tale Game Boy Advance Video,0.02
3710,The Mummy,0.02
3711,Barbie as the Princess and the Pauper,0.02
3712,Kong: The Animated Series,0.02
3713,Tiny Toon Adventures: Wacky Stackers,0.02
3714,Robopon 2: Cross Version,0.02
3715,Ultimate Puzzle Games,0.02
3716,Space Channel 5: Ulala's Cosmic Attack,0.02
3717,Disney Sports Basketball,0.02
3718,Ozzy & Drix,0.02
3719,SD Gundam Force,0.02
3720,Cabbage Patch Kids: The Patch Puppy Rescue,0.02
3721,Big Idea's VeggieTales: LarryBoy and the Bad Apple,0.02
3722,WTA Tour Tennis,0.02
3723,Davis Cup Tennis,0.02
3724,Dead to Rights,0.02
3725,Games Explosion!,0.02
3726,Robopon 2: Ring Version,0.02
3727,Dragon Tales: Dragon Adventures,0.02
3728,Rayman 10th Anniversary,0.02
3729,Blackthorne,0.01
3730,Ten Pin Alley 2,0.01
3731,Mortal Kombat: Tournament Edition,0.01
3732,World Poker Tour,0.01
3733,Road Trip: Shifting Gears,0.01
3734,Monster Rancher Advance 2,0.01
3735,Hot Wheels: Stunt Track Challenge / World Race,0.01
3736,Rave Master: Special Attack Force!,0.01
3737,Casper,0.01
3738,Super Robot Monkey Team: Game Boy Advance Video Volume 1,0.01
3739,Freekstyle,0.01
3740,Thunder Alley,0.01
3741,Kao the Kangaroo,0.01
3742,Smuggler's Run,0.01
3743,CT Special Forces 2: Back in the Trenches,0.01
3744,Moto Racer Advance,0.01
3745,Duel Masters: Shadow of the Code,0.01
3746,Tringo,0.01
3747,Whac-A-Mole,0.01
3748,Petz: Hamsterz Life 2,0.01
3749,Wade Hixton's Counter Punch,0.01
3750,Razor Freestyle Scooter,0.01
3751,Snood 2: On Vacation,0.01
3752,The Land Before Time: Into the Mysterious Beyond,0.01
3753,Karnaaj Rally,0.01
3754,E.T. The Extra-Terrestrial,0.01
3755,Super Robot Taisen: Original Generation,0.01
3756,Mortal Kombat: Deadly Alliance,0.01
3757,Planet Monsters,0.01
3758,Woody Woodpecker in Crazy Castle 5,0.01
3759,Spirits & Spells,0.01
3760,Horsez,0.01
3761,Ultimate Beach Soccer,0.01
3762,bit Generations: Dotstream,0.01
3763,Bruce Lee: Return of the Legend,0.01
3764,Hugo: The Evil Mirror,0.01
3765,Bratz: Forever Diamondz,0.01
3766,Sega Rally Championship,0.01
3767,Disney's Little Einsteins,0.01
3768,Open Season,0.01
3769,Killer 3D Pool,0.01
3770,Defender,0.01
3771,Duke Nukem Advance,0.01
3772,Aggressive Inline,0.01
3773,Dogz Fashion,0.01
3774,Top Spin 2,0.01
3775,Animal Snap: Rescue Them 2 By 2,0.01
3776,Crazy Chase,0.01
3777,Garfield and His Nine Lives,0.01
3778,Battle B-Daman,0.01
3779,Nancy Drew: Message in a Haunted Mansion,0.01
3780,Dr. Sudoku,0.01
3781,bit Generations: Dialhex,0.01
3782,Rampage Puzzle Attack,0.0
3783,Gauntlet: Dark Legacy,0.0
3784,Dual Blades,0.0
3785,XS Moto,0.0
3786,Spy Hunter,0.0
3787,bit Generations: Boundish,0.0
3788,Ready 2 Rumble Boxing: Round 2,0.0
3789,Egg Mania,0.0
3790,My Little Pony Crystal Princess: Runaway Rainbow,0.0
3791,Boulder Dash EX,0.0
3792,Santa Claus Saves the Earth,0.0
3793,Ninja Five-0,0.0
3794,Jonny Moseley Mad Trix,0.0
3795,X-Bladez: In-Line Skater,0.0
3796,Yu-Gi-Oh! Double Pack 2,0.0
3797,Army Men Advance,0.0
3798,Extreme Ghostbusters,0.0
3799,Aero The Acro-Bat,0.0
3800,High Heat Major League Baseball 2003,0.0
3801,Agassi Tennis Generation 2002,0.0
3802,Danny Phantom: Urban Jungle,0.0
3803,Franklin's Great Adventures,0.0
3804,Mortal Kombat Advance,0.0
3805,Strike Force Hydra,0.0
3806,LEGO Island 2: The Brickster's Revenge,0.0
3807,Dokapon: Monster Hunter,0.0
3808,Antz Extreme Racing,0.0
3809,The Koala Brothers: Outback Adventures,0.0
3810,The Three Stooges,0.0
3811,Jazz Jackrabbit,0.0
3812,Capcom Classics Mini Mix,0.0
3813,Defender of the Crown,0.0
3814,Cruis'n Velocity,0.0
3815,The Tower SP,0.0
3816,Phalanx,0.0
3817,Phil of the Future,0.0
3818,Monster Rancher Advance,0.0
3819,Pink Panther: Pinkadelic Pursuit,0.0
3820,Strawberry Shortcake Sweet Dreams,0.0
3821,NFL Blitz 20-03,0.0
3822,Matchbox Missions: 2 Game Pack!,0.0
3823,Super Bubble Pop,0.0
3824,Army Men: Turf Wars,0.0
3825,Inspector Gadget Racing,0.0
3826,Muppet Pinball Mayhem,0.0
3827,MLB SlugFest 20-04,0.0
3828,Sea Trader: Rise of Taipan,0.0
3829,SRS: Street Racing Syndicate,0.0
3830,I Spy Challenger!,0.0
3831,Little League Baseball 2002,0.0
3832,Gadget Racers,0.0
3833,High Heat Major League Baseball 2002,0.0
3834,Dora the Explorer Double Pak,0.0
3835,Super Dropzone: Intergalactic Rescue Mission,0.0
3836,Babar To The Rescue,0.0
3837,Tweety & The Magic Gems,0.0
3838,Backyard NFL Football 2007,0.0
3839,Mech Platoon,0.0
3840,World Tennis Stars,0.0
3841,LEGO Racers 2,0.0
3842,Tang Tang,0.0
3843,Soccer Kid,0.0
3844,Top Gear GT Championship,0.0
3845,Army Men: Operation Green,0.0
3846,David Beckham Soccer,0.0
3847,Men in Black: The Series,0.0
3848,BackTrack,0.0
3849,Dexter's Lab / Powerpuff Girls Bundle,0.0
3850,A Sound of Thunder,0.0
3851,Gremlins: Stripe vs Gizmo,0.0
3852,Unfabulous,0.0
3853,UNO / Skip-Bo,0.0
3854,Majesco's Rec Room Challenge,0.0
3855,Disney Sports Snowboarding,0.0
3856,Daredevil,0.0
3857,Urban Yeti,0.0
3858,Disney Sports Motocross,0.0
3859,Looney Tunes Double Pack: Dizzy Driving / Acme Antics,0.0
3860,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,0.0
3861,WCW/nWo Revenge,2.38
3862,Tony Hawk's Pro Skater,2.11
3863,WCW vs. nWo: World Tour,1.69
3864,007: The World is Not Enough,1.55
3865,WWF No Mercy,1.5
3866,Namco Museum 64,1.45
3867,WWF War Zone,1.33
3868,Mission: Impossible,1.17
3869,South Park,1.14
3870,NFL Blitz,1.06
3871,NFL Quarterback Club 98,1.06
3872,Bomberman 64,1.04
3873,Excitebike 64,1.0
3874,NASCAR 99,0.98
3875,Mortal Kombat Trilogy,0.96
3876,Toy Story 2: Buzz Lightyear to the Rescue!,0.93
3877,Knockout Kings 2000,0.92
3878,Glover,0.91
3879,Madden NFL 99,0.9
3880,Madden Football 64,0.86
3881,Killer Instinct Gold,0.82
3882,Army Men: Sarge's Heroes,0.81
3883,WCW Mayhem,0.79
3884,Major League Baseball Featuring Ken Griffey Jr,0.79
3885,Conker's Bad Fur Day,0.77
3886,Tony Hawk's Pro Skater 2,0.76
3887,San Francisco Rush: Extreme Racing,0.75
3888,Mortal Kombat 4,0.73
3889,Blast Corps,0.71
3890,LEGO Racers,0.71
3891,WWF Attitude,0.71
3892,Castlevania,0.64
3893,Rayman 2: The Great Escape,0.64
3894,Tom Clancy's Rainbow Six,0.64
3895,Cruis'n World,0.64
3896,Madden NFL 2001,0.64
3897,A Bug's Life,0.63
3898,Beetle Adventure Racing!,0.62
3899,NFL Quarterback Club 99,0.62
3900,Madden NFL 2000,0.61
3901,International Superstar Soccer '98,0.6
3902,International Superstar Soccer 64,0.6
3903,Mickey's Speedway USA,0.6
3904,Waialae Country Club: True Golf Classics,0.59
3905,Extreme-G,0.59
3906,Ready 2 Rumble Boxing,0.59
3907,FIFA: Road to World Cup 98,0.58
3908,International Superstar Soccer '98,0.58
3909,World Cup 98,0.58
3910,NFL Blitz 2000,0.58
3911,NBA Hangtime,0.57
3912,Resident Evil 2,0.56
3913,FIFA 99,0.54
3914,Gauntlet Legends,0.54
3915,Spider-Man,0.53
3916,NASCAR 2000,0.53
3917,Wayne Gretzky's 3D Hockey,0.53
3918,International Superstar Soccer 2000 (All region sales),0.51
3919,Rugrats: Scavenger Hunt,0.51
3920,Rugrats in Paris: The Movie,0.5
3921,FIFA Soccer 64,0.49
3922,All-Star Baseball 99,0.48
3923,Harvest Moon 64,0.48
3924,NBA Live 99,0.47
3925,Automobili Lamborghini,0.47
3926,Bomberman Hero,0.47
3927,Doom 64,0.47
3928,Quest 64,0.47
3929,Pokémon Puzzle League,0.45
3930,Rampage World Tour,0.45
3931,NBA Live 2000,0.44
3932,Duke Nukem 64,0.44
3933,Madden NFL 2002,0.43
3934,Mischief Makers,0.43
3935,WipEout 64,0.43
3936,Army Men: Sarge's Heroes 2,0.42
3937,Dr. Mario 64,0.42
3938,Jikkyou Powerful Pro Yakyuu 6,0.42
3939,NFL Blitz 2001,0.42
3940,Rush 2: Extreme Racing USA,0.42
3941,Ogre Battle 64: Person of Lordly Caliber,0.41
3942,Superman: The New Superman Adventures,0.41
3943,Mortal Kombat Mythologies: Sub-Zero,0.4
3944,NFL Quarterback Club 2000,0.4
3945,RR64: Ridge Racer 64,0.4
3946,Top Gear Rally,0.4
3947,NHL 99,0.39
3948,All-Star Baseball 2000,0.39
3949,BattleTanx: Global Assault,0.39
3950,Custom Robo V2,0.39
3951,Extreme-G: XG2,0.39
3952,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,0.37
3953,Scooby-Doo! Classic Creep Capers,0.37
3954,Turok: Rage Wars,0.37
3955,Bottom of the 9th,0.37
3956,Mystical Ninja starring Goemon,0.36
3957,Saban's Power Rangers: Lightspeed Rescue,0.36
3958,Tetrisphere,0.36
3959,Jikkyou Powerful Pro Yakyuu 2000,0.35
3960,Off Road Challenge,0.34
3961,BattleTanx,0.33
3962,Custom Robo,0.33
3963,NHL Breakaway 98,0.32
3964,Nagano Winter Olympics 98,0.32
3965,Animal Crossing,0.31
3966,Bass Hunter 64,0.31
3967,Goemon's Great Adventure,0.31
3968,Hot Wheels Turbo Racing,0.31
3969,Jikkyou Powerful Pro Yakyuu 4,0.31
3970,Vigilante 8,0.31
3971,Monster Truck Madness 64,0.3
3972,Quake II,0.3
3973,Forsaken 64,0.29
3974,Jeremy McGrath Supercross 2000,0.29
3975,Ken Griffey Jr.'s Slugfest,0.29
3976,Supercross 2000,0.29
3977,The New Tetris,0.29
3978,Top Gear Overdrive,0.29
3979,War Gods,0.29
3980,Xena: Warrior Princess - The Talisman of Fate,0.29
3981,Triple Play 2000,0.28
3982,Command & Conquer,0.27
3983,Jikkyou Powerful Pro Yakyuu 5,0.27
3984,NBA In The Zone '98,0.27
3985,NBA Jam 99,0.27
3986,Shadow Man,0.27
3987,Armorines: Project S.W.A.R.M.,0.26
3988,Duke Nukem: Zero Hour,0.26
3989,Nightmare Creatures,0.26
3990,Star Wars Episode I: Battle for Naboo,0.26
3991,F1 Pole Position 64,0.25
3992,Fox Sports College Hoops '99,0.25
3993,Gex 64: Enter the Gecko,0.25
3994,Hybrid Heaven,0.25
3995,MRC: Multi-Racing Championship,0.25
3996,NBA Courtside 2 featuring Kobe Bryant,0.25
3997,NBA Showtime: NBA on NBC,0.25
3998,Wayne Gretzky's 3D Hockey '98,0.25
3999,Wheel of Fortune,0.25
4000,Army Men: Air Combat,0.24
4001,Midway's Greatest Arcade Hits Volume 1,0.24
4002,Paperboy,0.24
4003,Ready 2 Rumble Boxing: Round 2,0.24
4004,Road Rash 64,0.24
4005,South Park: Chef's Luv Shack,0.24
4006,All-Star Baseball 2001,0.23
4007,64 de Hakken! Tamagotchi Minna de Tamagotchi World,0.22
4008,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),0.22
4009,ECW Hardcore Revolution,0.22
4010,Mega Man 64,0.22
4011,Ms. Pac-Man: Maze Madness,0.22
4012,Rampage 2: Universal Tour,0.22
4013,ClayFighter 63 1/3,0.21
4014,Cruis'n Exotica,0.21
4015,Gex 3: Deep Cover Gecko,0.21
4016,Monopoly,0.21
4017,WCW Nitro,0.21
4018,WinBack: Covert Operations,0.21
4019,Body Harvest,0.2
4020,Disney's Tarzan,0.2
4021,Famista 64,0.2
4022,Magical Tetris Challenge,0.2
4023,Roadsters 99,0.2
4024,San Francisco Rush 2049,0.2
4025,Snowboard Kids,0.2
4026,Super Robot Taisen 64,0.2
4027,Tigger's Honey Hunt,0.2
4028,Twisted Edge Extreme Snowboarding,0.2
4029,Jikkyou J-League Perfect Striker,0.19
4030,AeroFighters Assault,0.19
4031,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),0.19
4032,Hexen,0.19
4033,Mace: The Dark Age,0.19
4034,Puyo Puyo Sun 64,0.19
4035,Quake,0.19
4036,Sesame Street: Elmo's Number Journey,0.19
4037,International Superstar Soccer 2000 (JP weekly sales),0.18
4038,Re-Volt,0.18
4039,Sesame Street: Elmo's Letter Adventure,0.18
4040,Bomberman 64: The Second Attack!,0.17
4041,Turok 3: Shadow of Oblivion,0.17
4042,World Driver Championship,0.17
4043,Asteroids Hyper 64,0.16
4044,Buck Bumble,0.16
4045,California Speed,0.16
4046,Destruction Derby 64,0.16
4047,Fighters Destiny,0.16
4048,Hydro Thunder,0.16
4049,Jikkyou Powerful Pro Yakyuu Basic-han 2001,0.16
4050,Space Invaders,0.16
4051,Starcraft 64,0.16
4052,The Powerpuff Girls: Chemical X-Traction,0.16
4053,Tom and Jerry in Fists of Furry,0.16
4054,Wonder Project J2: Koruro no Mori no Josette,0.16
4055,Dark Rift,0.15
4056,Derby Stallion 64,0.15
4057,Doraemon 3: Nobi Dai no Machi SOS!,0.15
4058,Space Station Silicon Valley,0.15
4059,Bassmasters 2000,0.14
4060,Bio FREAKS,0.14
4061,Micro Machines 64 Turbo,0.14
4062,WCW Backstage Assault,0.14
4063,Castlevania: Legacy of Darkness,0.13
4064,NBA Jam 2000,0.13
4065,Sin and Punishment,0.13
4066,Densha De Go! 64,0.12
4067,Earthworm Jim 3D,0.12
4068,NFL QB Club 2001,0.12
4069,Rocket: Robot on Wheels,0.12
4070,Chameleon Twist,0.11
4071,Chopper Attack,0.11
4072,Fighting Force 64,0.11
4073,Nuclear Strike 64,0.11
4074,Snowboard Kids 2,0.11
4075,Tonic Trouble,0.11
4076,Top Gear Rally 2,0.11
4077,Vigilante 8: 2nd Offense,0.11
4078,Aidyn Chronicles: The First Mage,0.1
4079,Disney's Donald Duck: Goin' Quackers,0.1
4080,Flying Dragon,0.1
4081,GT64 Championship Edition,0.1
4082,Indy Racing 2000,0.1
4083,International Superstar Soccer 64 (weekly JP sales),0.1
4084,Jeopardy!,0.1
4085,Lode Runner 3-D,0.1
4086,Milo's Astro Lanes,0.1
4087,Virtual Pool 64,0.1
4088,Batman Beyond: Return of the Joker,0.09
4089,Golden Nugget 64,0.09
4090,Robotron 64,0.09
4091,Saikyou Habu Shogi,0.09
4092,V-Rally Edition 99,0.09
4093,Mahjong Master,0.09
4094,Bust-A-Move 2 Arcade Edition,0.08
4095,Iggy's Reckin' Balls,0.08
4096,Knife Edge: NoseGunner,0.08
4097,NHL Breakaway 99,0.08
4098,Tony Hawk's Pro Skater 3,0.08
4099,Wetrix,0.08
4100,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,0.07
4101,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,0.07
4102,Aero Gauge,0.07
4103,Battlezone: Rise of the Black Dogs,0.07
4104,Mia Hamm Soccer 64,0.07
4105,Shadowgate 64: Trials of the Four Towers,0.07
4106,Super Robot Spirits,0.07
4107,Neon Genesis Evangelion,0.06
4108,Brunswick Circuit Pro Bowling,0.06
4109,Bust-A-Move '99,0.06
4110,CyberTiger,0.06
4111,Mike Piazza's Strike Zone,0.06
4112,Olympic Hockey 98,0.06
4113,Penny Racers,0.06
4114,Polaris SnoCross,0.06
4115,S.C.A.R.S,0.06
4116,Star Soldier: Vanishing Earth,0.06
4117,Top Gear Hyper-Bike,0.06
4118,Virtual Chess 64,0.06
4119,NHL Blades of Steel '99,0.05
4120,All Star Tennis 99,0.05
4121,Blues Brothers 2000,0.05
4122,Chameleon Twist 2,0.05
4123,Dual Heroes,0.05
4124,Fighter Destiny 2,0.05
4125,Hercules: The Legendary Journeys,0.05
4126,Turok: Dinosaur Hunter,0.05
4127,Choro Q 64 2: Hacha Mecha Grand Prix Race,0.05
4128,NBA In The Zone '99,0.04
4129,NBA in the Zone 2000,0.04
4130,Deadly Arts,0.04
4131,Looney Tunes Duck Dodgers Starring: Daffy Duck,0.04
4132,Monaco Grand Prix,0.04
4133,PD Ultraman Battle Collection 64,0.04
4134,Rally Challenge 2000,0.04
4135,Worms Armageddon,0.04
4136,Big Mountain 2000,0.03
4137,Charlie Blasts Territory,0.03
4138,Starshot: Space Circus Fever,0.03
4139,Rat Attack!,0.02
4140,Super Bowling,0.02
4141,Carmageddon 64,0.01
4142,PGA European Tour,0.01
4143,Minecraft,1.89
4144,The Elder Scrolls V: Skyrim,1.15
4145,Crash Bandicoot N. Sane Trilogy,1.11
4146,FIFA 18,1.1
4147,Super Bomberman R,0.87
4148,Just Dance 2019,0.76
4149,Just Dance 2018,0.76
4150,FIFA 19,0.75
4151,Sonic Forces,0.74
4152,Monster Hunter Generations Ultimate Read the review,0.72
4153,Fortnite,0.69
4154,Rayman Legends,0.69
4155,Diablo III: Eternal Collection Read the review,0.67
4156,LEGO Marvel Super Heroes 2,0.67
4157,LEGO City Undercover,0.65
4158,LEGO The Incredibles,0.63
4159,LEGO Worlds,0.58
4160,Ultra Street Fighter II: The Final Challengers,0.57
4161,Starlink: Battle for Atlas,0.57
4162,Fire Emblem Warriors,0.51
4163,Sonic Mania,0.47
4164,Minecraft: Story Mode - The Complete Adventure,0.46
4165,Hyrule Warriors: Definitive Edition Read the review,0.46
4166,L.A. Noire,0.45
4167,LEGO DC Super-Villains,0.44
4168,NBA 2K18,0.43
4169,Doom (2016),0.43
4170,Nintendo Labo: Toy-Con 03 Vehicle Kit,0.41
4171,Rocket League,0.4
4172,The Lego Ninjago Movie Videogame,0.4
4173,Go Vacation,0.37
4174,Nintendo Labo: Toy-Con 02 Robot Kit,0.36
4175,Mega Man 11,0.36
4176,LEGO Harry Potter Collection Read the review,0.33
4177,Dark Souls: Remastered,0.33
4178,Cars 3: Driven to Win,0.32
4179,Monopoly for Nintendo Switch,0.3
4180,NBA 2K19,0.3
4181,Just Dance 2017,0.29
4182,Overcooked! 2 Read the review,0.29
4183,The Binding of Isaac: Afterbirth+,0.28
4184,Carnival Games,0.27
4185,The World Ends with You: Final Remix,0.27
4186,My Hero One's Justice,0.26
4187,Mega Man Legacy Collection 1+2,0.25
4188,Sid Meier's Civilization VI,0.25
4189,Hello Neighbor,0.24
4190,WWE 2K18,0.23
4191,Attack on Titan 2,0.23
4192,Skylanders Imaginators,0.23
4193,Dragon Quest Builders: Revive Alefgard,0.22
4194,Fate/Extella: The Umbral Star,0.21
4195,Valkyria Chronicles 4,0.19
4196,Street Fighter 30th Anniversary Collection,0.19
4197,Sega Genesis Classics,0.18
4198,Bendy and the Ink Machine,0.17
4199,Katamari Damacy Reroll,0.17
4200,Axiom Verge,0.17
4201,Sports Party,0.17
4202,Harvest Moon: Light of Hope,0.17
4203,Xenoblade Chronicles 2: Torna ~ The Golden Country,0.16
4204,Cave Story+,0.15
4205,RiME,0.15
4206,Gear.Club Unlimited,0.15
4207,Has-Been Heroes,0.14
4208,Dragon Quest Builders 2,0.14
4209,South Park: The Fractured But Whole,0.14
4210,NBA 2K Playgrounds 2,0.14
4211,Nickelodeon Kart Racers,0.13
4212,R.B.I. Baseball 18,0.13
4213,Goosebumps: The Game,0.13
4214,Paw Patrol on a Roll,0.13
4215,Little Dragons Café,0.13
4216,Farming Simulator 17,0.13
4217,Shantae: Half-Genie Hero Read the review,0.12
4218,Batman: A Telltale Game Series,0.12
4219,"Snipperclips Plus: Cut It Out, Together!",0.12
4220,Pro Yakyuu Famista Evolution,0.12
4221,The Snack World: Trejarers Gold,0.12
4222,Payday 2,0.12
4223,Party Planet,0.12
4224,Dead Cells Read the review,0.11
4225,Namco Museum Arcade Pac,0.11
4226,Wolfenstein II: The New Colossus,0.11
4227,Overcooked Special Edition,0.11
4228,Ys VIII: Lacrimosa of Dana,0.11
4229,Troll and I,0.1
4230,Sumikko Gurashi: Sumikko Park e Youkoso,0.1
4231,Dragon Quest Heroes I & II for Nintendo Switch,0.09
4232,Mutant Football League: Dynasty Edition,0.09
4233,Shining Resonance Refrain Read the review,0.09
4234,MXGP 3: The Official Motocross Videogame,0.08
4235,Cartoon Network: Battle Crashers,0.08
4236,Ben 10 (2017),0.08
4237,R.B.I. Baseball 2017,0.08
4238,Monster Jam: Crush It,0.08
4239,ARK: Survival Evolved,0.08
4240,Seiken Densetsu Collection,0.07
4241,Bass Pro Shops: The Strike - Championship Edition,0.07
4242,Poi,0.07
4243,One Piece: Unlimited World Red Deluxe Edition,0.07
4244,Wild Guns Reloaded,0.07
4245,Cabela's The Hunt: Championship Edition Bundle,0.07
4246,Sushi Striker: The Way of Sushido,0.07
4247,Hello Neighbor: Hide & Seek,0.07
4248,BlazBlue: Cross Tag Battle,0.07
4249,Scribblenauts: Showdown,0.07
4250,Nights of Azure 2: Bride of the New Moon,0.06
4251,America's Greatest Game Shows: Wheel of Fortune and Jeopardy!,0.06
4252,Ittle Dew 2+ Read the review,0.06
4253,Touhou Kobuto V: Burst Battle,0.06
4254,Victor Vran: Overkill Edition,0.06
4255,Stern Pinball Arcade,0.06
4256,Asterix and Obelix XXL2,0.06
4257,Disgaea 1 Complete,0.06
4258,Azure Striker Gunvolt: Striker Pack,0.06
4259,Spintires: MudRunner - American Wilds,0.06
4260,Portal Knights,0.06
4261,One Piece: Pirate Warriors 3 - Deluxe Edition,0.06
4262,Party Arcade,0.06
4263,The End is Nigh Read the review,0.06
4264,Tiny Barbarian DX,0.06
4265,Owlboy Read the review,0.05
4266,Little Nightmares,0.05
4267,Scribblenauts Mega Pack,0.05
